,name,id,sj_0,sj_1,in_offset,out_offset,dx,roughness,shape,g1,g2,g3,g4,Q_0,h_0,ctrl,A_s,A_c,C,dx_uk,dx_dk,C_uk,C_dk,friction_method
29,30,29,24,29,0,0,182.88,100.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
30,31,30,29,25,0,0,121.92,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
31,32,31,25,27,0,0,121.92,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
32,34,32,27,26,0,0,213.36,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
33,35,33,21,31,0,0,304.8,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
34,36,34,31,32,0,0,121.92,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
35,37,35,30,18,0,0,152.4,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
36,38,36,27,33,0,0,152.4,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
37,39,37,33,28,0,0,304.8,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
38,40,38,26,33,0,0,213.36,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
39,41,39,26,34,0,0,91.44,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
