19800,96.800644,95.37837,95.18807,95.05932,95.04717,94.4228,93.04273,93.04232,92.851265,93.04196,92.53339,91.78161,91.55959,91.45592,91.39706,91.408806,91.3946,91.39357,91.39621,91.449036,91.442604,91.44269,91.2476,91.35091,91.19857,91.19312,91.19188,91.19194,91.1916,91.19637,91.39357,91.44243,91.44239,91.191864,91.191864,91.1744
21600,93.47921,92.84632,92.75644,92.707634,92.70381,92.45038,91.89771,91.89725,91.8249,91.89682,91.70921,91.46818,91.4017,91.3747,91.36452,91.326096,91.32225,91.32013,91.32069,91.36682,91.35946,91.35956,91.35323,91.36047,91.35042,91.344185,91.34276,91.342834,91.34244,91.34789,91.31999,91.35925,91.35922,91.34274,91.34274,91.35027
23400,93.49003,92.85714,92.76726,92.71845,92.71463,92.46118,91.90853,91.90806,91.83572,91.90764,91.720024,91.47898,91.41252,91.38551,91.375336,91.3369,91.33306,91.33094,91.3315,91.37763,91.37028,91.37038,91.36405,91.37128,91.36124,91.354996,91.35357,91.353645,91.35326,91.3587,91.330795,91.37007,91.37003,91.35356,91.35356,91.36109
25200,91.2395,91.2395,91.23894,91.239456,91.23971,91.24139,91.24614,91.246,91.24749,91.24587,91.25095,91.26994,91.27766,91.28547,91.29523,91.26799,91.267975,91.26718,91.267166,91.2831,91.280876,91.28091,91.3401,91.30773,91.35717,91.35529,91.35486,91.35488,91.35477,91.35641,91.26711,91.28081,91.2808,91.35485,91.35485,91.3719
27000,91.104866,91.104866,91.1043,91.10482,91.10507,91.10676,91.11151,91.11137,91.11286,91.11124,91.11632,91.135315,91.14302,91.15084,91.16059,91.13336,91.13334,91.13255,91.13253,91.14847,91.14624,91.14627,91.20547,91.173096,91.222534,91.22066,91.22023,91.220245,91.22012,91.22177,91.13248,91.14618,91.14617,91.22022,91.22022,91.23727
28800,90.97024,90.97024,90.96966,90.970184,90.970436,90.97212,90.976875,90.97674,90.978226,90.97661,90.981674,91.00068,91.00839,91.016205,91.02596,90.998726,90.99871,90.99792,90.99789,91.01383,91.01161,91.011635,91.07082,91.03846,91.0879,91.08602,91.085594,91.08562,91.085495,91.087135,90.99784,91.01154,91.011536,91.08559,91.08559,91.10264
30600,90.8356,90.8356,90.83502,90.835556,90.83581,90.83749,90.84224,90.8421,90.84359,90.84197,90.84704,90.866035,90.87376,90.88157,90.89133,90.86409,90.864075,90.86328,90.86326,90.87919,90.876976,90.87701,90.93619,90.90383,90.95327,90.951385,90.95096,90.95098,90.95086,90.95251,90.863205,90.87691,90.8769,90.95095,90.95095,90.968
32400,90.35541,90.35541,90.353325,90.355225,90.35613,90.3622,90.37938,90.37887,90.38423,90.3784,90.39671,90.46528,90.49314,90.52134,90.55658,90.45824,90.458176,90.45533,90.455246,90.512764,90.504745,90.50486,90.71854,90.60169,90.780174,90.77339,90.771835,90.77192,90.77149,90.77743,90.455055,90.50453,90.50449,90.77182,90.77182,90.83337
34200,90.08613,90.08613,90.08405,90.08595,90.08685,90.09293,90.1101,90.10959,90.11497,90.10913,90.12744,90.196014,90.22387,90.252075,90.28731,90.18897,90.1889,90.18606,90.185974,90.2435,90.23548,90.23559,90.44927,90.33242,90.5109,90.50411,90.50257,90.502655,90.50222,90.50816,90.18579,90.23527,90.23523,90.50255,90.50255,90.5641
36000,88.82249,88.82249,88.816086,88.82194,88.82472,88.843414,88.896324,88.89475,88.9113,88.89334,88.94974,89.160965,89.24679,89.33366,89.442184,89.13926,89.13906,89.13029,89.13003,89.30723,89.28254,89.28288,89.94109,89.581154,90.13097,90.11006,90.105286,90.105545,90.10421,90.12251,89.129456,89.28186,89.28175,90.10524,90.10525,90.29483
37800,88.328156,88.328156,88.32176,88.32761,88.33038,88.34909,88.402,88.40042,88.41698,88.39902,88.4554,88.66663,88.75246,88.839325,88.94787,88.64493,88.64473,88.635956,88.635704,88.812904,88.78821,88.78855,89.44678,89.08683,89.63664,89.61573,89.61096,89.61121,89.60988,89.628174,88.635124,88.78754,88.78742,89.6109,89.610916,89.8005
39600,89.04345,89.04345,89.042305,89.04335,89.043846,89.04718,89.05662,89.05634,89.0593,89.05609,89.066154,89.10384,89.119156,89.13467,89.15403,89.09997,89.09994,89.098366,89.09833,89.129944,89.125534,89.1256,89.24306,89.178825,89.27693,89.2732,89.27235,89.27239,89.27216,89.27543,89.09822,89.12542,89.1254,89.27234,89.27234,89.30617
41400,88.84853,88.84853,88.84739,88.84843,88.84893,88.852264,88.8617,88.86143,88.86438,88.861176,88.87124,88.90893,88.92424,88.93974,88.959114,88.90505,88.90502,88.90345,88.90341,88.93503,88.93062,88.93069,89.04814,88.98391,89.082016,89.078285,89.07743,89.07748,89.07724,89.080505,88.9033,88.9305,88.93048,89.07742,89.07742,89.11125
43200,93.0051,91.990395,91.855545,91.76219,91.753235,91.30344,90.30785,90.3076,90.16902,90.30737,89.937515,89.38354,89.21895,89.14189,89.09691,89.10811,89.09688,89.09636,89.0985,89.13761,89.13362,89.133675,88.97667,89.06001,88.93685,88.933464,88.93269,88.93273,88.93252,88.93548,89.09637,89.13351,89.13349,88.932686,88.932686,88.91633
45000,93.16606,92.15136,92.016525,91.923164,91.91421,91.4644,90.468834,90.468575,90.32999,90.468346,90.09848,89.54451,89.37992,89.30286,89.25787,89.26907,89.25784,89.25733,89.25948,89.29858,89.294586,89.29465,89.13764,89.220985,89.09782,89.09443,89.09366,89.093704,89.09348,89.09645,89.25733,89.29448,89.29446,89.09365,89.09365,89.0773
46800,96.064445,94.53048,94.334145,94.18095,94.16498,93.45001,91.85646,91.85631,91.628365,91.85618,91.2399,90.25616,89.95552,89.81078,89.715225,89.775925,89.75185,89.75185,89.757324,89.80834,89.80605,89.80609,89.407234,89.6229,89.30152,89.29959,89.29915,89.29917,89.29904,89.300735,89.75202,89.806,89.80599,89.29915,89.29915,89.23827
48600,96.3601,94.826126,94.6298,94.47661,94.46063,93.74567,92.152115,92.15197,91.92402,92.15184,91.53556,90.55181,90.25118,90.10644,90.01088,90.07158,90.0475,90.0475,90.05298,90.104,90.10171,90.101746,89.70289,89.91856,89.597176,89.59524,89.5948,89.59482,89.594696,89.59639,90.047676,90.101654,90.10164,89.594795,89.5948,89.53392
50400,95.66586,94.13189,93.923676,93.78963,93.77746,93.11792,91.66449,91.66391,91.4651,91.66339,91.137184,90.38169,90.16158,90.060326,90.00652,90.00278,89.98996,89.98807,89.99031,90.05065,90.04161,90.04174,89.88523,89.96845,89.84647,89.83881,89.83707,89.83716,89.83668,89.843376,89.988014,90.04137,90.04132,89.83705,89.83706,89.82958
52200,95.81081,94.27684,94.06861,93.93456,93.92241,93.262856,91.80943,91.80885,91.61005,91.80834,91.282135,90.52664,90.30653,90.20528,90.15147,90.14773,90.13491,90.13301,90.13526,90.1956,90.18656,90.18668,90.03018,90.1134,89.99142,89.983765,89.98202,89.98211,89.98163,89.98832,90.132965,90.18631,90.18627,89.981995,89.981995,89.974525
54000,97.04927,95.515305,95.3201,95.16509,95.14875,94.428505,92.82157,92.82145,92.590706,92.82135,92.19636,91.1899,90.88117,90.73158,90.63127,90.70233,90.677536,90.67757,90.68334,90.729576,90.72772,90.72774,90.30189,90.53278,90.1884,90.18683,90.18647,90.186485,90.186386,90.18777,90.67779,90.72766,90.72765,90.18646,90.18646,90.11947
55800,97.358986,95.82503,95.62982,95.474815,95.45847,94.73823,93.131294,93.13118,92.90042,93.13107,92.50607,91.499626,91.19089,91.0413,90.94099,91.012054,90.98726,90.9873,90.99306,91.0393,91.03744,91.03746,90.6116,90.84251,90.49812,90.49655,90.496185,90.49621,90.49611,90.49749,90.98751,91.037384,91.03738,90.49618,90.49618,90.4292
57600,98.13418,96.60022,96.409904,96.24709,96.229095,95.48603,93.82117,93.82114,93.578255,93.821106,93.158195,92.05172,91.70715,91.53523,91.41282,91.5359,91.508545,91.50904,91.51595,91.53467,91.534134,91.534134,90.98437,91.28588,90.83475,90.83429,90.83419,90.8342,90.83416,90.83456,91.509476,91.53412,91.53412,90.83419,90.83419,90.73892
59400,98.50418,96.97022,96.77991,96.617096,96.5991,95.85604,94.191185,94.19115,93.948265,94.19112,93.528206,92.42174,92.07716,91.905235,91.78283,91.90591,91.87855,91.87905,91.885956,91.90467,91.90414,91.90415,91.35437,91.65588,91.20475,91.20429,91.20419,91.2042,91.20417,91.20457,91.87948,91.90412,91.90412,91.20419,91.20419,91.108925
61200,91.5441,91.4984,91.49075,91.4893,91.48928,91.477,91.451965,91.451775,91.4495,91.45161,91.4466,91.44513,91.44507,91.445656,91.44806,91.42373,91.42311,91.42215,91.42222,91.44251,91.43957,91.43961,91.46482,91.45248,91.471664,91.46917,91.468605,91.468636,91.468475,91.47065,91.42207,91.43949,91.43947,91.4686,91.4686,91.47893
63000,91.4522,91.4065,91.39885,91.3974,91.39739,91.3851,91.36007,91.35988,91.357605,91.35971,91.35471,91.35323,91.35318,91.35377,91.35616,91.33183,91.331215,91.33026,91.33032,91.350624,91.34767,91.34772,91.372925,91.36057,91.379776,91.37728,91.37671,91.37674,91.37658,91.37876,91.33018,91.347595,91.34758,91.3767,91.3767,91.38704
64800,91.25105,91.25105,91.25086,91.25104,91.25112,91.25168,91.25326,91.25321,91.253716,91.253174,91.25486,91.261185,91.26376,91.26636,91.269615,91.26054,91.26054,91.26027,91.26026,91.265564,91.26483,91.26484,91.28455,91.27377,91.29023,91.28961,91.28946,91.289474,91.28944,91.289986,91.26025,91.26481,91.2648,91.28946,91.28946,91.295135
66600,91.176704,91.176704,91.17651,91.17669,91.17677,91.17733,91.17891,91.17886,91.17936,91.178825,91.18051,91.18684,91.1894,91.19201,91.19525,91.18619,91.18619,91.18591,91.18591,91.191216,91.19048,91.19049,91.21019,91.19942,91.21588,91.215256,91.21511,91.21512,91.21509,91.21562,91.1859,91.19045,91.19045,91.21511,91.21511,91.22079
68400,91.01404,91.01404,91.01346,91.01399,91.014244,91.015915,91.020676,91.02054,91.022026,91.02041,91.025475,91.04447,91.05219,91.060005,91.06976,91.04252,91.04251,91.04172,91.04169,91.057625,91.05541,91.055435,91.114624,91.08227,91.13171,91.12982,91.129395,91.12942,91.129295,91.13094,91.04164,91.05534,91.055336,91.12939,91.12939,91.14644
70200,90.8794,90.8794,90.87882,90.87936,90.87961,90.88128,90.88605,90.8859,90.88739,90.88577,90.89085,90.909836,90.91756,90.92537,90.93513,90.90788,90.907875,90.90708,90.90706,90.92299,90.92078,90.92081,90.979996,90.94763,90.99707,90.99519,90.99475,90.99478,90.99466,90.99631,90.90701,90.920715,90.9207,90.99475,90.99475,91.0118
72000,90.45071,90.45071,90.44885,90.45055,90.45135,90.45677,90.47209,90.471634,90.47643,90.47122,90.48756,90.548744,90.5736,90.59876,90.630196,90.54246,90.5424,90.53986,90.53979,90.59111,90.58396,90.58405,90.77471,90.670456,90.829704,90.82365,90.822266,90.822334,90.82195,90.827255,90.53962,90.58376,90.583725,90.82225,90.82225,90.87717
73800,90.19751,90.19751,90.195656,90.19735,90.19815,90.203575,90.218895,90.21844,90.223236,90.21803,90.23436,90.29555,90.320404,90.34557,90.37701,90.28926,90.28921,90.28667,90.28659,90.33792,90.330765,90.33087,90.521515,90.41727,90.57651,90.57046,90.56908,90.56915,90.56876,90.574066,90.28642,90.330574,90.330536,90.56906,90.56906,90.62398
75600,89.7374,89.7374,89.73466,89.73717,89.738365,89.7464,89.769165,89.768486,89.77561,89.76788,89.79214,89.88301,89.91993,89.9573,90.00399,89.87367,89.87359,89.86982,89.869705,89.94593,89.93531,89.93546,90.21861,90.06377,90.30029,90.2913,90.289246,90.28935,90.28878,90.296646,89.86945,89.93502,89.93497,90.28922,90.28922,90.37078
77400,89.42392,89.42392,89.42117,89.42368,89.42489,89.43293,89.455696,89.45502,89.46213,89.4544,89.47866,89.56953,89.606445,89.64382,89.69051,89.56019,89.560104,89.55634,89.55623,89.632454,89.62183,89.62198,89.905136,89.75029,89.98682,89.97782,89.97576,89.975876,89.97531,89.98318,89.55598,89.621544,89.6215,89.975746,89.975746,90.057304
79200,89.3602,89.3602,89.358536,89.360054,89.36078,89.365654,89.37944,89.37903,89.38335,89.378654,89.39336,89.448395,89.47076,89.493385,89.521675,89.44273,89.44268,89.4404,89.44034,89.4865,89.48007,89.480156,89.651665,89.55788,89.70113,89.69569,89.69444,89.69451,89.69416,89.69893,89.44018,89.4799,89.47986,89.69443,89.694435,89.74383
81000,89.12107,89.12107,89.11941,89.12093,89.12165,89.126526,89.14031,89.1399,89.14422,89.139534,89.15422,89.20926,89.23162,89.254265,89.28254,89.203606,89.20356,89.20127,89.20121,89.247375,89.240944,89.24103,89.41254,89.318756,89.46201,89.45656,89.455315,89.455376,89.45503,89.45981,89.20106,89.24077,89.24074,89.45531,89.45531,89.50471
82800,88.83911,88.83911,88.83726,88.83895,88.83975,88.84518,88.8605,88.86004,88.86484,88.85963,88.87596,88.93715,88.962006,88.98717,89.01861,88.93086,88.93081,88.92827,88.92819,88.979515,88.97237,88.97246,89.16312,89.05886,89.21811,89.21205,89.21067,89.21074,89.21036,89.21566,88.928024,88.97217,88.97213,89.210655,89.210655,89.26558
84600,88.585915,88.585915,88.58406,88.585754,88.586555,88.59198,88.6073,88.60684,88.61164,88.60644,88.62277,88.68395,88.70881,88.73398,88.76541,88.677666,88.67761,88.67507,88.674995,88.726326,88.71917,88.71928,88.90992,88.80567,88.96491,88.95886,88.95748,88.95756,88.95717,88.96247,88.67483,88.71898,88.71894,88.957466,88.957466,89.01238
86400,90.82709,90.32014,90.253075,90.20594,90.20136,89.9752,89.47417,89.47405,89.40406,89.473946,89.28683,89.00418,88.919876,88.88038,88.85692,88.863174,88.85716,88.85697,88.85814,88.87843,88.87663,88.87665,88.79216,88.83712,88.770584,88.76905,88.76871,88.76872,88.76862,88.769966,88.85697,88.87658,88.876564,88.76869,88.76871,88.759186
